Year,Make,Make,Model,Engine,No_Of_Cylinder,Size,Fuel_Type,No_Of_Cylinder,Fuel_Type
2015,Freightliner,FREIGHTLINER,M2 106,6-409  6.7L Dsl,6,6.7L,Diesel,6,Diesel
2015,Freightliner,FREIGHTLINER,M2 106,6-505  8.3L Dsl,6,8.3L,Diesel,6,Diesel
2015,Freightliner,FREIGHTLINER,M2 106,6-544  8.9L Dsl,6,8.9L,Diesel,6,Diesel
2015,Freightliner,FREIGHTLINER,MT45,6-409  6.7L Dsl,6,6.7L,Diesel,6,Diesel
2015,Freightliner,FREIGHTLINER,MT55,6-409  6.7L Dsl,6,6.7L,Diesel,6,Diesel
2015,Freightliner,FREIGHTLINER,SPRINTER 2500,4-2143 2.1L Dsl,4,2.1L,Diesel,4,Diesel
2015,Freightliner,FREIGHTLINER,SPRINTER 2500,V6-2987 3.0L Dsl,6,3.0L,Diesel,6,Diesel
2015,Freightliner,FREIGHTLINER,SPRINTER 3500,4-2143 2.1L Dsl,4,2.1L,Diesel,4,Diesel
2015,Freightliner,FREIGHTLINER,SPRINTER 3500,V6-2987 3.0L Dsl,6,3.0L,Diesel,6,Diesel
2015,Freightliner,FREIGHTLINER,XCL MTRHM CHASSIS,6-409  6.7L Dsl,6,6.7L,Diesel,6,Diesel
2015,Freightliner,FREIGHTLINER,XCL MTRHM CHASSIS,6-544  8.9L Dsl,6,8.9L,Diesel,6,Diesel
2015,Freightliner,FREIGHTLINER,XCM MTRHM CHASSIS,6-409  6.7L Dsl,6,6.7L,Diesel,6,Diesel
2015,Freightliner,FREIGHTLINER,XCR MTRHM CHASSIS,6-409  6.7L Dsl,6,6.7L,Diesel,6,Diesel
2015,Freightliner,FREIGHTLINER,XCS MTRHM CHASSIS,6-409  6.7L Dsl,6,6.7L,Diesel,6,Diesel
2015,GMC,GMC TRUCK,ACADIA,V6-3564 3.6L DOHC,6,3.6L,,6,
2015,GMC,GMC TRUCK,CANYON,4-2457 2.5L DOHC,4,2.5L,,4,
2015,GMC,GMC TRUCK,CANYON,V6-3564 3.6L DOHC,6,3.6L,,6,
2015,GMC,GMC TRUCK,SAVANA 2500,V8-294  4.8L,8,4.8L,,8,
2015,GMC,GMC TRUCK,SAVANA 2500,V8-364  6.0L,8,6.0L,,8,
2015,GMC,GMC TRUCK,SAVANA 2500,V8-403  6.6L Dsl,8,6.6L,Diesel,8,Diesel
2015,GMC,GMC TRUCK,SAVANA 3500,V8-294  4.8L,8,4.8L,,8,
2015,GMC,GMC TRUCK,SAVANA 3500,V8-364  6.0L,8,6.0L,,8,
2015,GMC,GMC TRUCK,SAVANA 3500,V8-403  6.6L Dsl,8,6.6L,Diesel,8,Diesel
2015,GMC,GMC TRUCK,SIERRA 1500 PICKUP,V6-262  4.3L,6,4.3L,,6,
2015,GMC,GMC TRUCK,SIERRA 1500 PICKUP,V8-325  5.3L,8,5.3L,,8,
2015,GMC,GMC TRUCK,SIERRA 1500 PICKUP,V8-376  6.2L,8,6.2L,,8,
2015,GMC,GMC TRUCK,SIERRA 2500HD PICKUP,V8-364  6.0L,8,6.0L,,8,
2015,GMC,GMC TRUCK,SIERRA 2500HD PICKUP,V8-403  6.6L Dsl,8,6.6L,Diesel,8,Diesel
2015,GMC,GMC TRUCK,SIERRA 3500 PICKUP,V8-364  6.0L,8,6.0L,,8,
2015,GMC,GMC TRUCK,SIERRA 3500 PICKUP,V8-403  6.6L Dsl,8,6.6L,Diesel,8,Diesel
2015,GMC,GMC TRUCK,TERRAIN,4-146  2.4L DOHC,4,2.4L,,4,
2015,GMC,GMC TRUCK,TERRAIN,V6-3564 3.6L DOHC,6,3.6L,,6,
2015,GMC,GMC TRUCK,YUKON,V8-325  5.3L,8,5.3L,,8,
2015,GMC,GMC TRUCK,YUKON,V8-376  6.2L,8,6.2L,,8,
2015,GMC,GMC TRUCK,YUKON XL 1500,V8-325  5.3L,8,5.3L,,8,
2015,GMC,GMC TRUCK,YUKON XL 1500,V8-376  6.2L,8,6.2L,,8,
2015,GMC-MEDIUM DUTY,GMC-MEDIUM DUTY,SAVANA 4500,V8-364  6.0L,8,6.0L,,8,
2015,GMC-MEDIUM DUTY,GMC-MEDIUM DUTY,SAVANA 4500,V8-403  6.6L Dsl,8,6.6L,Diesel,8,Diesel
2015,Hino,HINO,155,4-313  5.1L Dsl,4,5.1L,Diesel,4,Diesel
2015,Hino,HINO,195,4-313  5.1L Dsl,4,5.1L,Diesel,4,Diesel
2015,Hino,HINO,195h,4-313  5.1L Dsl,4,5.1L,Diesel,4,Diesel
2015,Hino,HINO,238 Series,6-469  7.7L Dsl,6,7.7L,Diesel,6,Diesel
2015,Hino,HINO,258 Series,6-469  7.7L Dsl,6,7.7L,Diesel,6,Diesel
2015,Hino,HINO,268 Series,6-469  7.7L Dsl,6,7.7L,Diesel,6,Diesel
2015,Hino,HINO,338 Series,6-469  7.7L Dsl,6,7.7L,Diesel,6,Diesel
2015,Honda,HONDA,ACCORD,4-2354 2.4L DOHC,4,2.4L,,4,
2015,Honda,HONDA,ACCORD,V6-3471 3.5L SOHC,6,3.5L,,6,
2015,Honda,HONDA,ACCORD HYBRID,4-1998 2.0L DOHC,4,2.0L,Hybrid,4,Hybrid
2015,Honda,HONDA,CIVIC,4-1799 1.8L SOHC,4,1.8L,,4,
2015,Honda,HONDA,CIVIC,4-2354 2.4L DOHC,4,2.4L,,4,
2015,Honda,HONDA,CIVIC HYBRID,4-1497 1.5L SOHC,4,1.5L,Hybrid,4,Hybrid
2015,Honda,HONDA,CR-V,4-2354 2.4L DOHC,4,2.4L,,4,
2015,Honda,HONDA,CR-Z,4-1497 1.5L SOHC,4,1.5L,,4,
2015,Honda,HONDA,CROSSTOUR,4-2354 2.4L DOHC,4,2.4L,,4,
2015,Honda,HONDA,CROSSTOUR,V6-3471 3.5L SOHC,6,3.5L,,6,
2015,Honda,HONDA,FIT,4-1498 1.5L DOHC,4,1.5L,,4,
2015,Honda,HONDA,ODYSSEY,V6-3471 3.5L SOHC,6,3.5L,,6,
2015,Honda,HONDA,PILOT,V6-3471 3.5L SOHC,6,3.5L,,6,
2015,Hyundai,HYUNDAI,ACCENT,4-1591 1.6L DOHC,4,1.6L,,4,
2015,Hyundai,HYUNDAI,AZERA,V6-3342 3.3L DOHC,6,3.3L,,6,
2015,Hyundai,HYUNDAI,ELANTRA,4-1797 1.8L DOHC,4,1.8L,,4,
2015,Hyundai,HYUNDAI,ELANTRA,4-1999 2.0L DOHC,4,2.0L,,4,
2015,Hyundai,HYUNDAI,EQUUS,V8-5038 5.0L DOHC,8,5.0L,,8,
2015,Hyundai,HYUNDAI,GENESIS,V6-3778 3.8L DOHC,6,3.8L,,6,
2015,Hyundai,HYUNDAI,GENESIS,V8-5038 5.0L DOHC,8,5.0L,,8,
2015,Hyundai,HYUNDAI,GENESIS COUPE,V6-3778 3.8L DOHC,6,3.8L,,6,
2015,Hyundai,HYUNDAI,SANTA FE,V6-3342 3.3L DOHC,6,3.3L,,6,
2015,Hyundai,HYUNDAI,SANTA FE SPORT,4-1998 2.0L DOHC,4,2.0L,,4,
2015,Hyundai,HYUNDAI,SANTA FE SPORT,4-2359 2.4L DOHC,4,2.4L,,4,
2015,Hyundai,HYUNDAI,SONATA,4-1591 1.6L DOHC,4,1.6L,,4,
2015,Hyundai,HYUNDAI,SONATA,4-1998 2.0L DOHC,4,2.0L,,4,
2015,Hyundai,HYUNDAI,SONATA,4-2359 2.4L DOHC,4,2.4L,,4,
2015,Hyundai,HYUNDAI,SONATA HYBRID,4-2359 2.4L DOHC,4,2.4L,Hybrid,4,Hybrid
2015,Hyundai,HYUNDAI,TUCSON,4-1998 2.0L DOHC,4,2.0L,,4,
2015,Hyundai,HYUNDAI,TUCSON,4-2359 2.4L DOHC,4,2.4L,,4,
2015,Hyundai,HYUNDAI,VELOSTER,4-1591 1.6L DOHC,4,1.6L,,4,
2015,Infiniti,INFINITI,Q40,V6-3700 3.7L DOHC,6,3.7L,,6,
2015,Infiniti,INFINITI,Q50,V6-3700 3.7L DOHC,6,3.7L,,6,
2015,Infiniti,INFINITI,Q50 HYBRID,V6-3498 3.5L DOHC,6,3.5L,Hybrid,6,Hybrid
2015,Infiniti,INFINITI,Q60,V6-3700 3.7L DOHC,6,3.7L,,6,
2015,Infiniti,INFINITI,Q70,V6-3700 3.7L DOHC,6,3.7L,,6,
2015,Infiniti,INFINITI,Q70,V8-5552 5.6L DOHC,8,5.6L,,8,
2015,Infiniti,INFINITI,Q70 HYBRID,V6-3498 3.5L DOHC,6,3.5L,Hybrid,6,Hybrid
2015,Infiniti,INFINITI,QX50,V6-3700 3.7L DOHC,6,3.7L,,6,
2015,Infiniti,INFINITI,QX60,V6-3498 3.5L DOHC,6,3.5L,,6,
2015,Infiniti,INFINITI,QX60 HYBRID,4-2488 2.5L DOHC,4,2.5L,Hybrid,4,Hybrid
2015,Infiniti,INFINITI,QX70,V6-3700 3.7L DOHC,6,3.7L,,6,
2015,Infiniti,INFINITI,QX80,V8-5552 5.6L DOHC,8,5.6L,,8,
2015,International,INTERNATIONAL TRUCK,DURASTAR 4300,6-408  6.7L Dsl,6,6.7L,Diesel,6,Diesel
2015,International,INTERNATIONAL TRUCK,DURASTAR 4300,6-466  7.6L Dsl,6,7.6L,Diesel,6,Diesel
2015,International,INTERNATIONAL TRUCK,DURASTAR 4300,V8-390  6.4L Dsl,8,6.4L,Diesel,8,Diesel
2015,International,INTERNATIONAL TRUCK,DURASTAR 4400,6-466  7.6L Dsl,6,7.6L,Diesel,6,Diesel
2015,International,INTERNATIONAL TRUCK,DURASTAR 4400,6-570  9.3L Dsl,6,9.3L,Diesel,6,Diesel
2015,International,INTERNATIONAL TRUCK,TERRASTAR,V8-390  6.4L Dsl,8,6.4L,Diesel,8,Diesel
2015,ISUZU-MEDIUM DUTY,ISUZU-MEDIUM DUTY,NPR ECO-MAX,4-183  3.0L Dsl,4,3.0L,Diesel,4,Diesel
2015,ISUZU-MEDIUM DUTY,ISUZU-MEDIUM DUTY,NPR GAS,V8-365  6.0L,8,6.0L,,8,
2015,ISUZU-MEDIUM DUTY,ISUZU-MEDIUM DUTY,NPR HD DIESEL,4-317  5.2L Dsl,4,5.2L,Diesel,4,Diesel
2015,ISUZU-MEDIUM DUTY,ISUZU-MEDIUM DUTY,NPR HD GAS,V8-365  6.0L,8,6.0L,,8,
2015,ISUZU-MEDIUM DUTY,ISUZU-MEDIUM DUTY,NPR XD DIESEL,4-317  5.2L Dsl,4,5.2L,Diesel,4,Diesel
2015,ISUZU-MEDIUM DUTY,ISUZU-MEDIUM DUTY,NQR,4-317  5.2L Dsl,4,5.2L,Diesel,4,Diesel
2015,ISUZU-MEDIUM DUTY,ISUZU-MEDIUM DUTY,NRR,4-317  5.2L Dsl,4,5.2L,Diesel,4,Diesel
2015,ISUZU-MEDIUM DUTY,ISUZU-MEDIUM DUTY,REACH VAN,4-183  3.0L Dsl,4,3.0L,Diesel,4,Diesel
2015,Jaguar,JAGUAR,F-TYPE,V6-2995 3.0L DOHC,6,3.0L,,6,
2015,Jaguar,JAGUAR,F-TYPE,V8-5000 5.0L DOHC,8,5.0L,,8,
2015,Jaguar,JAGUAR,XF,4-1999 2.0L DOHC,4,2.0L,,4,
2015,Jaguar,JAGUAR,XF,V6-2995 3.0L DOHC,6,3.0L,,6,
2015,Jaguar,JAGUAR,XF,V8-5000 5.0L DOHC,8,5.0L,,8,
2015,Jaguar,JAGUAR,XFR,V8-5000 5.0L DOHC,8,5.0L,,8,
2015,Jaguar,JAGUAR,XFR-S,V8-5000 5.0L DOHC,8,5.0L,,8,
2015,Jaguar,JAGUAR,XJ,V6-2995 3.0L DOHC,6,3.0L,,6,
2015,Jaguar,JAGUAR,XJ,V8-5000 5.0L DOHC,8,5.0L,,8,
2015,Jaguar,JAGUAR,XJ-R,V8-5000 5.0L DOHC,8,5.0L,,8,
2015,Jaguar,JAGUAR,XK,V8-5000 5.0L DOHC,8,5.0L,,8,
2015,Jaguar,JAGUAR,XK-R,V8-5000 5.0L DOHC,8,5.0L,,8,
2015,Jaguar,JAGUAR,XKR-S,V8-5000 5.0L DOHC,8,5.0L,,8,
2015,Jeep,JEEP TRUCK,CHEROKEE,4-2360 2.4L SOHC,4,2.4L,,4,
2015,Jeep,JEEP TRUCK,CHEROKEE,V6-3239 3.2L DOHC,6,3.2L,,6,
2015,Jeep,JEEP TRUCK,COMPASS,4-122  2.0L DOHC,4,2.0L,,4,
2015,Jeep,JEEP TRUCK,COMPASS,4-144  2.4L DOHC,4,2.4L,,4,
2015,Jeep,JEEP TRUCK,GRAND CHEROKEE,V6-2988 3.0L Dsl,6,3.0L,Diesel,6,Diesel
2015,Jeep,JEEP TRUCK,GRAND CHEROKEE,V6-3604 3.6L DOHC,6,3.6L,,6,
2015,Jeep,JEEP TRUCK,GRAND CHEROKEE,V8-345  5.7L,8,5.7L,,8,
2015,Jeep,JEEP TRUCK,GRAND CHEROKEE,V8-392  6.4L,8,6.4L,,8,
2015,Jeep,JEEP TRUCK,PATRIOT,4-122  2.0L DOHC,4,2.0L,,4,
2015,Jeep,JEEP TRUCK,PATRIOT,4-144  2.4L DOHC,4,2.4L,,4,
2015,Jeep,JEEP TRUCK,RENEGADE,4-1368 1.4L SOHC,4,1.4L,,4,
2015,Jeep,JEEP TRUCK,RENEGADE,4-2360 2.4L SOHC,4,2.4L,,4,
2015,Jeep,JEEP TRUCK,WRANGLER,V6-3604 3.6L DOHC,6,3.6L,,6,
2015,Kenworth,KENWORTH,K270,6-408  6.7L Dsl,6,6.7L,Diesel,6,Diesel
2015,Kenworth,KENWORTH,K370,6-408  6.7L Dsl,6,6.7L,Diesel,6,Diesel
2015,Kenworth,KENWORTH,T270,6-408  6.7L Dsl,6,6.7L,Diesel,6,Diesel
2015,Kenworth,KENWORTH,T270,6-540  8.9L Dsl,6,8.9L,Diesel,6,Diesel
2015,Kenworth,KENWORTH,T370,6-408  6.7L Dsl,6,6.7L,Diesel,6,Diesel
2015,Kenworth,KENWORTH,T370,6-540  8.9L Dsl,6,8.9L,Diesel,6,Diesel
2015,Kia,KIA,CADENZA,V6-3342 3.3L DOHC,6,3.3L,,6,
2015,Kia,KIA,FORTE,4-1591 1.6L DOHC,4,1.6L,,4,
2015,Kia,KIA,FORTE,4-1797 1.8L DOHC,4,1.8L,,4,
2015,Kia,KIA,FORTE,4-1999 2.0L DOHC,4,2.0L,,4,
2015,Kia,KIA,K900,V6-3778 3.8L DOHC,6,3.8L,,6,
2015,Kia,KIA,K900,V8-5038 5.0L DOHC,8,5.0L,,8,
2015,Kia,KIA,OPTIMA,4-1998 2.0L DOHC,4,2.0L,,4,
2015,Kia,KIA,OPTIMA,4-2400 2.4L DOHC,4,2.4L,,4,
2015,Kia,KIA,OPTIMA HYBRID,4-2400 2.4L DOHC,4,2.4L,Hybrid,4,Hybrid
2015,Kia,KIA,RIO,4-1591 1.6L DOHC,4,1.6L,,4,
2015,Kia,KIA,SEDONA,V6-3342 3.3L DOHC,6,3.3L,,6,
2015,Kia,KIA,SORENTO,4-2359 2.4L DOHC,4,2.4L,,4,
2015,Kia,KIA,SORENTO,V6-3342 3.3L DOHC,6,3.3L,,6,
2015,Kia,KIA,SOUL,4-1591 1.6L DOHC,4,1.6L,,4,
2015,Kia,KIA,SOUL,4-1999 2.0L DOHC,4,2.0L,,4,
2015,Kia,KIA,SPORTAGE,4-1998 2.0L DOHC,4,2.0L,,4,
2015,Kia,KIA,SPORTAGE,4-2359 2.4L DOHC,4,2.4L,,4,
2015,Lamborghini,LAMBORGHINI,AVENTADOR,12-6498 6.5L DOHC,12,6.5L,,12,
2015,Lamborghini,LAMBORGHINI,HURACAN,10-5204 5.2L,10,5.2L,,10,
2015,Land Rover,LAND ROVER,DISCOVERY SPORT,4-1999 2.0L DOHC,4,2.0L,,4,
2015,Land Rover,LAND ROVER,LR2,4-1999 2.0L DOHC,4,2.0L,,4,
2015,Land Rover,LAND ROVER,LR4,V6-2995 3.0L DOHC,6,3.0L,,6,
2015,Land Rover,LAND ROVER,RANGE ROVER,V6-2995 3.0L DOHC,6,3.0L,,6,
2015,Land Rover,LAND ROVER,RANGE ROVER,V8-5000 5.0L DOHC,8,5.0L,,8,
2015,Land Rover,LAND ROVER,RANGE ROVER EVOQUE,4-1999 2.0L DOHC,4,2.0L,,4,
2015,Land Rover,LAND ROVER,RANGE ROVER SPORT,V6-2995 3.0L DOHC,6,3.0L,,6,
2015,Land Rover,LAND ROVER,RANGE ROVER SPORT,V8-5000 5.0L DOHC,8,5.0L,,8,
2015,Lexus,LEXUS,CT 200h,4-1798 1.8L DOHC,4,1.8L,,4,
2015,Lexus,LEXUS,ES 300h,4-2494 2.5L DOHC,4,2.5L,,4,
2015,Lexus,LEXUS,ES 350,V6-3456 3.5L DOHC,6,3.5L,,6,
2015,Lexus,LEXUS,GS 350,V6-3456 3.5L DOHC,6,3.5L,,6,
2015,Lexus,LEXUS,GS 450h,V6-3456 3.5L DOHC,6,3.5L,,6,
2015,Lexus,LEXUS,GX 460,V8-4608 4.6L DOHC,8,4.6L,,8,
2015,Lexus,LEXUS,IS 250,V6-2499 2.5L DOHC,6,2.5L,,6,
2015,Lexus,LEXUS,IS 350,V6-3456 3.5L DOHC,6,3.5L,,6,
2015,Lexus,LEXUS,LS 460,V8-4608 4.6L DOHC,8,4.6L,,8,
2015,Lexus,LEXUS,LS 600h,V8-4968 5.0L DOHC,8,5.0L,,8,
2015,Lexus,LEXUS,LX 570,V8-5663 5.7L DOHC,8,5.7L,,8,
2015,Lexus,LEXUS,NX 200t,4-1998 2.0L DOHC,4,2.0L,,4,
2015,Lexus,LEXUS,NX 300h,4-2494 2.5L DOHC,4,2.5L,,4,
2015,Lexus,LEXUS,RC 350,V6-3456 3.5L DOHC,6,3.5L,,6,
2015,Lexus,LEXUS,RC F,V8-4968 5.0L DOHC,8,5.0L,,8,
2015,Lexus,LEXUS,RX 350,V6-3456 3.5L DOHC,6,3.5L,,6,
2015,Lexus,LEXUS,RX 450h,V6-3456 3.5L DOHC,6,3.5L,,6,
2015,Lincoln,LINCOLN,MKC,4-140  2.3L DOHC,4,2.3L,,4,
2015,Lincoln,LINCOLN,MKC,4-1999 2.0L DOHC,4,2.0L,,4,
2015,Lincoln,LINCOLN,MKS,V6-3496 3.5L DOHC,6,3.5L,,6,
2015,Lincoln,LINCOLN,MKS,V6-3726 3.7L DOHC,6,3.7L,,6,
2015,Lincoln,LINCOLN,MKT,4-1999 2.0L DOHC,4,2.0L,,4,
2015,Lincoln,LINCOLN,MKT,V6-3496 3.5L DOHC,6,3.5L,,6,
2015,Lincoln,LINCOLN,MKT,V6-3726 3.7L DOHC,6,3.7L,,6,
2015,Lincoln,LINCOLN,MKX,V6-3726 3.7L DOHC,6,3.7L,,6,
2015,Lincoln,LINCOLN,MKZ,4-1999 2.0L DOHC,4,2.0L,,4,
2015,Lincoln,LINCOLN,MKZ,V6-3726 3.7L DOHC,6,3.7L,,6,
2015,Lincoln,LINCOLN,MKZ HYBRID,4-1999 2.0L DOHC,4,2.0L,Hybrid,4,Hybrid
2015,Lincoln,LINCOLN,NAVIGATOR,V6-3496 3.5L DOHC,6,3.5L,,6,
2015,Maserati,MASERATI,GHIBLI,V6-2979 3.0L DOHC,6,3.0L,,6,
2015,Maserati,MASERATI,GRANTURISMO,V8-4691 4.7L DOHC,8,4.7L,,8,
2015,Maserati,MASERATI,QUATTROPORTE,V6-2979 3.0L DOHC,6,3.0L,,6,
2015,Maserati,MASERATI,QUATTROPORTE,V8-3799 3.8L DOHC,8,3.8L,,8,
2015,Mazda,MAZDA,3 Series,4-1998 2.0L SKYACTV,4,2.0L,,4,
2015,Mazda,MAZDA,3 Series,4-1999 2.0L DOHC,4,2.0L,,4,
2015,Mazda,MAZDA,3 Series,4-2488 2.5L DOHC,4,2.5L,,4,
2015,Mazda,MAZDA,5 Series,4-2488 2.5L DOHC,4,2.5L,,4,
2015,Mazda,MAZDA,6 Series,4-2488 2.5L DOHC,4,2.5L,,4,
2015,Mazda,MAZDA,CX-5,4-1997 2.0L DOHC,4,2.0L,,4,
2015,Mazda,MAZDA,CX-5,4-2488 2.5L DOHC,4,2.5L,,4,
2015,Mazda,MAZDA,CX-9,V6-3726 3.7L DOHC,6,3.7L,,6,
2015,Mazda,MAZDA,MX-5 MIATA,4-1999 2.0L DOHC,4,2.0L,,4,
2015,Mercedes-Benz,MERCEDES BENZ,C250,4-1796 1.8L DOHC,4,1.8L,,4,
2015,Mercedes-Benz,MERCEDES BENZ,C300,4-1991 2.0L DOHC,4,2.0L,,4,
2015,Mercedes-Benz,MERCEDES BENZ,C350,V6-3498 3.5L DOHC,6,3.5L,,6,
2015,Mercedes-Benz,MERCEDES BENZ,C400,V6-2996 3.0L DOHC,6,3.0L,,6,
2015,Mercedes-Benz,MERCEDES BENZ,C63,V8-3982 4.0L DOHC,8,4.0L,,8,
2015,Mercedes-Benz,MERCEDES BENZ,C63,V8-6208 6.2L DOHC,8,6.2L,,8,
2015,Mercedes-Benz,MERCEDES BENZ,CLA250,4-1991 2.0L DOHC,4,2.0L,,4,
2015,Mercedes-Benz,MERCEDES BENZ,CLA45,4-1991 2.0L DOHC,4,2.0L,,4,
2015,Mercedes-Benz,MERCEDES BENZ,CLS400,V6-2996 3.0L DOHC,6,3.0L,,6,
2015,Mercedes-Benz,MERCEDES BENZ,CLS550,V8-4663 4.7L DOHC,8,4.7L,,8,
2015,Mercedes-Benz,MERCEDES BENZ,CLS63,V8-5461 5.5L DOHC,8,5.5L,,8,
2015,Mercedes-Benz,MERCEDES BENZ,E250,4-2143 2.1L Dsl,4,2.1L,Diesel,4,Diesel
2015,Mercedes-Benz,MERCEDES BENZ,E350,V6-3498 3.5L DOHC,6,3.5L,,6,
2015,Mercedes-Benz,MERCEDES BENZ,E400,V6-2996 3.0L DOHC,6,3.0L,,6,
2015,Mercedes-Benz,MERCEDES BENZ,E400 HYBRID,V6-3498 3.5L DOHC,6,3.5L,Hybrid,6,Hybrid
2015,Mercedes-Benz,MERCEDES BENZ,E550,V8-4663 4.7L DOHC,8,4.7L,,8,
2015,Mercedes-Benz,MERCEDES BENZ,E63,V8-5461 5.5L DOHC,8,5.5L,,8,
2015,Mercedes-Benz,MERCEDES BENZ,G550,V8-5461 5.5L DOHC,8,5.5L,,8,
2015,Mercedes-Benz,MERCEDES BENZ,G63,V8-5461 5.5L DOHC,8,5.5L,,8,
2015,Mercedes-Benz,MERCEDES BENZ,GL350,V6-2987 3.0L Dsl,6,3.0L,Diesel,6,Diesel
2015,Mercedes-Benz,MERCEDES BENZ,GL450,V6-2996 3.0L DOHC,6,3.0L,,6,
2015,Mercedes-Benz,MERCEDES BENZ,GL550,V8-4663 4.7L DOHC,8,4.7L,,8,
2015,Mercedes-Benz,MERCEDES BENZ,GL63,V8-5461 5.5L DOHC,8,5.5L,,8,
2015,Mercedes-Benz,MERCEDES BENZ,GLA250,4-1991 2.0L DOHC,4,2.0L,,4,
2015,Mercedes-Benz,MERCEDES BENZ,GLA45,4-1991 2.0L DOHC,4,2.0L,,4,
2015,Mercedes-Benz,MERCEDES BENZ,GLK250,4-2143 2.1L Dsl,4,2.1L,Diesel,4,Diesel
2015,Mercedes-Benz,MERCEDES BENZ,GLK350,V6-3498 3.5L DOHC,6,3.5L,,6,
2015,Mercedes-Benz,MERCEDES BENZ,ML250,4-2143 2.1L Dsl,4,2.1L,Diesel,4,Diesel
2015,Mercedes-Benz,MERCEDES BENZ,ML350,V6-3498 3.5L DOHC,6,3.5L,,6,
2015,Mercedes-Benz,MERCEDES BENZ,ML400,V6-2996 3.0L DOHC,6,3.0L,,6,
2015,Mercedes-Benz,MERCEDES BENZ,ML63,V8-5461 5.5L DOHC,8,5.5L,,8,
2015,Mercedes-Benz,MERCEDES BENZ,S550,V8-4663 4.7L DOHC,8,4.7L,,8,
2015,Mercedes-Benz,MERCEDES BENZ,S550 HYBRID,V6-2996 3.0L DOHC,6,3.0L,Hybrid,6,Hybrid
2015,Mercedes-Benz,MERCEDES BENZ,S600,12-5980 6.0L SOHC,12,6.0L,,12,
2015,Mercedes-Benz,MERCEDES BENZ,S63,V8-5461 5.5L DOHC,8,5.5L,,8,
2015,Mercedes-Benz,MERCEDES BENZ,S65,12-5980 6.0L SOHC,12,6.0L,,12,
2015,Mercedes-Benz,MERCEDES BENZ,SL400,V6-2996 3.0L DOHC,6,3.0L,,6,
2015,Mercedes-Benz,MERCEDES BENZ,SL550,V8-4663 4.7L DOHC,8,4.7L,,8,
2015,Mercedes-Benz,MERCEDES BENZ,SL63,V8-5461 5.5L DOHC,8,5.5L,,8,
2015,Mercedes-Benz,MERCEDES BENZ,SL65,12-5980 6.0L SOHC,12,6.0L,,12,
2015,Mercedes-Benz,MERCEDES BENZ,SLK250,4-1796 1.8L DOHC,4,1.8L,,4,
2015,Mercedes-Benz,MERCEDES BENZ,SLK350,V6-3498 3.5L DOHC,6,3.5L,,6,
2015,Mercedes-Benz,MERCEDES BENZ,SLK55,V8-5461 5.5L DOHC,8,5.5L,,8,
2015,Mercedes-Benz,MERCEDES BENZ,SLS,V8-6208 6.2L DOHC,8,6.2L,,8,
2015,Mercedes-Benz,MERCEDES BENZ,SPRINTER 2500,4-2143 2.1L Dsl,4,2.1L,Diesel,4,Diesel
2015,Mercedes-Benz,MERCEDES BENZ,SPRINTER 2500,V6-2987 3.0L Dsl,6,3.0L,Diesel,6,Diesel
2015,Mercedes-Benz,MERCEDES BENZ,SPRINTER 3500,4-2143 2.1L Dsl,4,2.1L,Diesel,4,Diesel
2015,Mercedes-Benz,MERCEDES BENZ,SPRINTER 3500,V6-2987 3.0L Dsl,6,3.0L,Diesel,6,Diesel
2015,Mini,MINI,COOPER CONVERTIBLE,4-1598 1.6L DOHC,4,1.6L,,4,
2015,Mini,MINI,COOPER COUPE,4-1598 1.6L DOHC,4,1.6L,,4,
2015,Mini,MINI,COOPER HARDTOP,3-1499 1.5L DOHC,3,1.5L,,3,
2015,Mini,MINI,COOPER HARDTOP,4-1998 2.0L DOHC,4,2.0L,,4,
2015,Mini,MINI,COUNTRYMAN,4-1598 1.6L DOHC,4,1.6L,,4,
2015,Mini,MINI,PACEMAN,4-1598 1.6L DOHC,4,1.6L,,4,
2015,Mini,MINI,ROADSTER,4-1598 1.6L DOHC,4,1.6L,,4,
2015,Mitsubishi Fuso,MITSU FUSO,FE130,4-183  3.0L Dsl,4,3.0L,Diesel,4,Diesel
2015,Mitsubishi Fuso,MITSU FUSO,FE160,4-183  3.0L Dsl,4,3.0L,Diesel,4,Diesel
2015,Mitsubishi Fuso,MITSU FUSO,FE180,4-183  3.0L Dsl,4,3.0L,Diesel,4,Diesel
2015,Mitsubishi Fuso,MITSU FUSO,FG,4-183  3.0L Dsl,4,3.0L,Diesel,4,Diesel
2015,Mitsubishi,MITSUBISHI,LANCER,4-122  2.0L DOHC,4,2.0L,,4,
2015,Mitsubishi,MITSUBISHI,LANCER,4-2360 2.4L DOHC,4,2.4L,,4,
2015,Mitsubishi,MITSUBISHI,MIRAGE,3-1193 1.2L DOHC,3,1.2L,,3,
2015,Mitsubishi,MITSUBISHI,OUTLANDER,4-2360 2.4L SOHC,4,2.4L,,4,
2015,Mitsubishi,MITSUBISHI,OUTLANDER,V6-2998 3.0L SOHC,6,3.0L,,6,
2015,Mitsubishi,MITSUBISHI,OUTLANDER SPORT,4-1998 2.0L DOHC,4,2.0L,,4,
2015,Mitsubishi,MITSUBISHI,OUTLANDER SPORT,4-2360 2.4L DOHC,4,2.4L,,4,
2015,Mobility Ventures,MOBILITY VENTURES-VPG,MV-1,V6-3731 3.7L DOHC,6,3.7L,,6,
